CHANNEL,LOAD_DATA_TS,SERVICE_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"1002","","937447266"<endrec>
"1002","","937448263"<endrec>
"1002","","937448269"<endrec>
"1002","","937450254"<endrec>
"1002","","937450312"<endrec>
"1002","","937451351"<endrec>
"1002","","937453259"<endrec>
"1002","","937453284"<endrec>
"1002","","937453296"<endrec>
"1002","","937453298"<endrec>
"1002","","937453299"<endrec>
"1002","","937453300"<endrec>
"1002","","937455306"<endrec>
"1002","","937455341"<endrec>
"1002","","937455366"<endrec>
"1002","","937455367"<endrec>
"1002","","937455384"<endrec>
"1002","","937455415"<endrec>
"1002","","937455418"<endrec>
"1002","","937455419"<endrec>
"1002","","937455432"<endrec>
"1002","","937455434"<endrec>
"1002","","937456305"<endrec>
"1002","","937456312"<endrec>
"1002","","937456334"<endrec>
"1002","","937456353"<endrec>
"1002","","937460356"<endrec>
"1002","","937460386"<endrec>
"1002","","937460415"<endrec>
