CREDIT_MESSAGE,DEBIT_MESSAGE,REASON_TYPE,TAX_CHARGETYPE_ID,TAX_CHARGE_UNIQUE_ID,TAX_PAYER_ACCOUNT,TAX_PAYER_IDENTITY_TYPE,TAX_RECEIVER_ACCOUNT,TAX_RECEIVER_IDENTITY_TYPE,TRANSACTION_TYPE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"Tax on Principle Amount fixed Increase","Tax on Principle Amount fixed Increase","10002834","0","937547752","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Increase","Tax on Principle amount fixed Increase","10002834","0","937547760","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle increase tier partial amount charges","Tax on Principle increase tier partial amount charges","10002834","0","937547789","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Increase","Tax on Principle amount fixed Increase","10002834","0","937547800","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle amount fixed Increase","Tax on Principle amount fixed Increase","10002834","0","937547801","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle increase tier partial amount charges","Tax on Principle increase tier partial amount charges","10002834","0","937549770","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle increase tier partial amount charges","Tax on Principle increase tier partial amount charges","10002834","0","937549772","10013","1004","10023","1005","21499"<endrec>
"Tax on Principle increase tier partial amount charges","Tax on Principle increase tier partial amount charges","10002834","0","937568725","10013","1004","10023","1005","21499"<endrec>
"test","test","10002834","0","937571730","10011","1004","10011","1003","21499"<endrec>
"tset","test","10002834","0","937571745","10019","1003","10024","1003","21499"<endrec>
"","","10002834","0","937612900","10011","1004","10023","1005","21499"<endrec>
"","","10002834","0","937612901","10011","1004","10023","1005","21499"<endrec>
"","","10002834","0","937612912","10013","1004","10023","1005","21499"<endrec>
"","","10002834","0","937619836","10013","1004","10023","1005","21499"<endrec>
"","","10002834","0","937619845","10013","1004","10023","1005","21499"<endrec>
"tax on principle percentage increase","tax on principle percentage increase","10002834","0","937619907","10011","1004","10023","1005","21499"<endrec>
"Tax on principle percentage increase","Tax on principle percentage increase","10002834","0","937641807","10011","1003","10023","1005","21499"<endrec>
"Tax on Principle increase tier partial amount charges","Tax on Principle increase tier partial amount charges","10002834","0","937664868","10013","1004","10023","1005","21499"<endrec>
"","","10002834","10014","937219076","10011","1008","10011","1005","21499"<endrec>
"","","10002834","10015","937219085","10013","1009","21047","1005","21499"<endrec>
"","","10002834","10016","937219089","10013","1009","10011","1005","21499"<endrec>
"Test","Test","10002834","10020","937219093","10011","1008","10033","1005","21499"<endrec>
"Tax on charge percentage increase amount","Tax on charge percentage increase amount","10002834","35092","937423201","10011","1008","10023","1005","21499"<endrec>
"Tax on charge fixed decrease","Tax on charge fixed decrease","10002834","35100","937423205","10013","1009","10033","1005","21499"<endrec>
"Tax on charge amount decrease percentage","Tax on charge amount decrease percentage","10002834","35103","937423211","10019","1009","10023","1005","21499"<endrec>
"Tax on Charge  increase partial amount","Tax on Charge  increase partial amount","10002834","35113","937423274","21047","1005","10033","1005","21499"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10002834","35120","937423277","21047","1005","10033","1005","21499"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10002834","35124","937423278","21047","1005","10033","1005","21499"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10002834","35133","937423286","21047","1005","10033","1005","21499"<endrec>
"test 12","test 12","10002834","35138","937423298","10019","1009","10033","1008","21499"<endrec>
"test 12","test 12","10002834","36145","937445289","10019","1009","10033","1008","21499"<endrec>
"test 12","test 12","10002834","37150","937461388","10019","1009","10033","1008","21499"<endrec>
"test 12","test 12","10002834","37154","937461392","10019","1009","10033","1008","21499"<endrec>
"test 12","test 12","10002834","37157","937461393","10019","1009","10033","1008","21499"<endrec>
"test 12","test 12","10002834","37160","937461488","10019","1009","10033","1008","21499"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10002834","38152","937462373","21047","1005","10033","1005","21499"<endrec>
"Tax on Charge Amount Decrease Amount percentage value","Tax on Charge Amount Decrease Amount percentage value","10002834","38154","937462380","10019","1009","10023","1005","21499"<endrec>
"Tax on Charge Amount Decrease Percentage value","Tax on Charge Amount Decrease Percentage value","10002834","38156","937462381","10019","1009","10023","1005","21499"<endrec>
"Tax on charge tier decrease","Tax on charge tier decrease","10002834","38158","937462385","21047","1005","10033","1005","21499"<endrec>
"Tax on charge fixed decrease","Tax on charge fixed decrease","10002834","38160","937462386","21047","1005","10033","1005","21499"<endrec>
"Tax on charge fixed decrease","Tax on charge fixed decrease","10002834","38162","937462387","10013","1009","10033","1005","21499"<endrec>
"Tax on charge fixed decrease","Tax on charge fixed decrease","10002834","38164","937462389","10019","1009","10033","1008","21499"<endrec>
"TestTax","TestTax","10002834","38166","937462390","10019","1009","10033","1008","21499"<endrec>
"test 12","test 12","10002834","38168","937462391","10019","1009","10033","1008","21499"<endrec>
"Tax on Charge increase partial amount","Tax on Charge increase partial amount","10002834","38182","937462401","21047","1005","10033","1005","21499"<endrec>
"Test","Test","10002834","38185","937462403","10019","1009","10033","1008","21499"<endrec>
"SplitTaxAmount","SplitTaxAmount","10002834","38188","937462405","10011","1008","10033","1005","21499"<endrec>
"Tax on Charge increase partial amount","Tax on Charge increase partial amount","10002834","39202","937468589","21047","1005","10033","1005","21499"<endrec>
"Test","Test","10002834","39206","937468596","10019","1009","10033","1008","21499"<endrec>
"Tax on Charge increase partial amount","Tax on Charge increase partial amount","10002834","39216","937468647","21047","1005","10033","1005","21499"<endrec>
"Tax on Charge increase partial amount","Tax on Charge increase partial amount","10002834","39229","937468664","21047","1005","10033","1005","21499"<endrec>
"Test","Test","10002834","41203","937487624","10019","1009","10033","1008","21499"<endrec>
"Agent airtime Decrease","Agent airtime Decrease","10002834","44228","937512925","10011","1009","10023","1005","21499"<endrec>
"Tax on Charge increase partial amount","Tax on Charge increase partial amount","10002834","45208","937513750","21047","1005","10033","1005","21499"<endrec>
"Tax on Charge increase partial amount","Tax on Charge increase partial amount","10002834","45214","937513751","21047","1005","10033","1005","21499"<endrec>
"Tax on Charge fixed decrease tier","Tax on Charge fixed decrease tier","10002834","45216","937513759","10019","1009","10033","1008","21499"<endrec>
"Tax on Charge fixed decrease tier","Tax on Charge fixed decrease tier","10002834","46204","937522731","10019","1009","10033","1008","21499"<endrec>
"tax on charge partial","tax on charge partial","10002834","51204","937569733","10013","1009","10023","1005","21499"<endrec>
"Tax on decrease precentage","Tax on decrease percentage","10002834","51207","937569734","21047","1008","10023","1005","21499"<endrec>
"Tax on decrease percentage","Tax on decrease percentage","10002834","51209","937569735","21047","1008","10023","1005","21499"<endrec>
"Tax on decrease fixed","Tax on decrease fixed","10002834","51216","937569741","21047","1008","10023","1005","21499"<endrec>
"Tax on decrease tier","Tax on decrease tier","10002834","51218","937569744","21047","1008","10023","1005","21499"<endrec>
"Tax on decrease tier","Tax on decrease tier","10002834","51220","937569750","21047","1008","10023","1005","21499"<endrec>
"Tax on decrease tier","Tax on decrease tier","10002834","53204","937583804","21047","1008","10023","1005","21499"<endrec>
"","","10002838","0","937217585","10024","1004","10033","1005","22199"<endrec>
"test","Test","10002838","0","937218856","10011","1004","10033","1005","22199"<endrec>
"test","test","10002838","0","937218858","10011","1003","10033","1005","22199"<endrec>
"test","test","10002838","0","937218859","10011","1003","10033","1005","22199"<endrec>
"dasd","fsdds","10002838","0","937404993","10011","1004","10011","1003","22199"<endrec>
"","","10002838","0","937416098","10013","1004","21047","1005","22199"<endrec>
"","","10002838","0","937445286","10013","1004","21047","1005","22199"<endrec>
"","","10002838","0","937468627","10013","1004","21047","1005","22199"<endrec>
"","","10002838","0","937487617","10013","1004","21047","1005","22199"<endrec>
"","","10002838","33079","937417083","10013","1009","21047","1005","22199"<endrec>
"","","10002838","33080","937417084","10013","1009","21047","1005","22199"<endrec>
"","","10002838","34078","937419107","10013","1009","21047","1005","22199"<endrec>
"","","10002838","35085","937423181","10013","1009","21047","1005","22199"<endrec>
"","","10002838","35123","937423278","10013","1009","21047","1005","22199"<endrec>
"","","10002838","35126","937423283","10013","1009","21047","1005","22199"<endrec>
"","","10002838","35128","937423284","10013","1009","21047","1005","22199"<endrec>
"","","10002838","35131","937423286","10013","1009","21047","1005","22199"<endrec>
"","","10002838","35137","937423292","10013","1009","21047","1005","22199"<endrec>
"","","10002838","35140","937423299","10013","1009","21047","1005","22199"<endrec>
"","","10002838","36147","937445292","10013","1009","21047","1005","22199"<endrec>
"","","10002838","38193","937462444","10013","1009","21047","1005","22199"<endrec>
"","","10002838","44221","937512861","10013","1009","21047","1005","22199"<endrec>
"","","10002838","48205","937539882","10013","1009","21047","1005","22199"<endrec>
"","","10002838","49211","937547796","10013","1009","21047","1005","22199"<endrec>
"","","10002878","0","937498798","10011","1004","10011","1005","20008"<endrec>
"","","10003249","0","937512794","10011","1005","21047","1005","23798"<endrec>
"","","10003249","0","937512849","10011","1005","21047","1005","23798"<endrec>
"","","10003249","0","937516765","10011","1005","21047","1005","23798"<endrec>
"intest","intrest","10003249","0","937572759","10011","1003","10023","1005","23798"<endrec>
"","","10003279","0","937302846","10011","1003","10011","1003","21499"<endrec>
"","","10003279","0","937340920","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937366247","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937366275","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937366277","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937366279","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937368409","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937368411","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937369396","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937369399","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937369402","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937371467","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937371469","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937371612","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937371614","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937371664","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937375453","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937375455","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937375505","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937375507","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376474","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376512","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376515","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376518","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376601","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376625","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376627","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937376629","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937377501","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937403944","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937427144","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937533745","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937601807","10011","1004","10011","1003","21499"<endrec>
"","","10003279","0","937619810","10011","1004","10011","1003","21499"<endrec>
"TestTax","Test","10003353","0","937378472","10011","1004","10033","1005","21499"<endrec>
"","","10003769","0","937609785","21145","1005","21047","1005","8"<endrec>
"","","10003983","0","937512796","10011","1005","10011","1003","25998"<endrec>
