ALIAS,BUSINESS_SCOPE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,REASON_SELECTION_MODE,RECEIVER_TYPES,SERVICE_INDEX,SERVICE_NAME,STATUS,TXN_INDEX,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"Group ATM Withdraw via Voucher","2","203000000000014908","2016-08-01 11:37:01.741000","Group Withdrawal With Voucher","203000000000014908","2016-08-08 10:42:20.636000","","0","","10435","Group Withdrawal With Voucher","50","20008","937217795"<endrec>
"SP Issue SP Voucher","3","203000000000013818","2016-08-01 15:58:46.575000","SP Issue SP Voucher","203000000000014908","2016-08-18 05:25:36.221000","","0","","10465","SP Issue SP Voucher","50","6642","937217812"<endrec>
"AgencyOrganizationMoveFunds","2","203000000000016121","2016-08-02 08:53:21.560000","Organization Funds Management - Move Funds","203000000000020211","2017-06-16 04:31:47.956000","","1","","10024","Organization Funds Management - Move Funds","50","20001","937217828"<endrec>
"Sp Apply ATM Withdrawal Voucher for Customer","3","203000000000014908","2016-08-04 08:21:52.788000","Sp Apply ATM Withdrawal Voucher for Customer","203000000000014908","2016-08-04 08:22:07.863000","","0","","10584","Sp Apply ATM Withdrawal Voucher for Customer","30","6642","937218587"<endrec>
"Query Group Account Balance","3","203000000000014908","2016-08-04 10:52:52.399000","Query Group Account Balance","203000000000014908","2016-08-04 12:08:23.171000","","0","","10525","Query Group Account Balance","50","5730","937218595"<endrec>
"Customer Apply OTC Voucher","3","203000000000013022","2016-08-04 11:30:03.704000","Customer Apply OTC Voucher","203000000000013022","2016-08-04 11:30:14.917000","","0","","10585","Customer Apply OTC Voucher","30","8","937218598"<endrec>
"95277","3","203000000000014908","2016-08-04 12:08:08.359000","Query Group Account Balance","203000000000014908","2016-08-04 12:08:23.183000","","0","","10525","Query Group Account Balance","30","5730","937218601"<endrec>
"Group Withdrawal With Voucher","2","203000000000014908","2016-08-08 10:41:58.516000","Group Withdrawal With Voucher","203000000000015728","2017-04-04 16:40:21.238000","","0","","10435","Group Withdrawal With Voucher","50","20008","937218632"<endrec>
"Group ATM Withdrawal With Voucher","2","203000000000014908","2016-08-09 03:32:13.580000","Group ATM Withdrawal With Voucher","203000000000015728","2018-05-01 13:42:28.751000","","0","","10586","Group ATM Withdrawal With Voucher","50","20008","937218680"<endrec>
"FSI_Deposit_Mshwari","2","203000000000013818","2016-08-09 20:31:06.602000","FSI Deposit For M-Shwari","203000000000036803","2018-11-21 08:31:40.243000","","0","","10096","FSI Deposit For M-Shwari","50","20046","937218734"<endrec>
"FSI_Loan_Repay_Mshwari","2","203000000000013818","2016-08-09 20:31:48.448000","FSI Loan Repayment For M-Shwari","203000000000024610","2017-09-15 10:17:13.061000","","0","","10101","FSI Loan Repayment For M-Shwari","50","20047","937218735"<endrec>
"FSI_Loan_Repay_Sav_Mshwari","2","203000000000013818","2016-08-09 20:32:25.696000","FSI Loan Repayment from Savings For M-Shwari","203000000000036803","2018-09-25 13:24:59.159000","","0","","10103","FSI Loan Repayment from Savings For M-Shwari","50","20052","937218736"<endrec>
"FSI_Loan_Req_Mshwari","2","203000000000013818","2016-08-09 20:36:05.432000","FSI Loan Request For M-Shwari","203000000000018317","2017-03-01 03:59:44.084000","","0","","10098","FSI Loan Request For M-Shwari","50","20048","937218737"<endrec>
"2106","2","203000000000014908","2016-08-10 10:41:10.536000","Buy Airtime","203000000000021013","2017-06-28 10:29:46.540000","","0","","10558","Buy Airtime","50","21499","937218744"<endrec>
"PayBillOTC","2","203000000000010806","2016-08-10 12:20:33.399000","","203000000000010806","2016-08-10 12:23:48.437000","","1","","10204","Pay Bill OTC","50","20698","937218750"<endrec>
"PayBillOTC","2","203000000000010806","2016-08-10 12:23:17.907000","","203000000000016421","2016-12-16 10:00:47.321000","","1","","10204","Pay Bill OTC","50","20698","937218751"<endrec>
"Request Issue Group ATM Voucher","3","203000000000014908","2016-08-11 04:16:00.950000","Request Issue Group ATM Voucher","203000000000014908","2016-08-11 04:33:56.354000","","0","","10587","Request Issue Group ATM Voucher","50","6642","937218771"<endrec>
"Request Issue Group ATM Voucher","3","203000000000014908","2016-08-11 04:33:18.463000","Request Issue Group ATM Voucher","203000000000014908","2016-08-11 05:11:21.494000","","0","","10587","Request Issue Group ATM Voucher","50","6642","937218773"<endrec>
"Request Issue Group ATM Voucher","3","203000000000014908","2016-08-11 05:10:59.737000","Request Issue Group ATM Voucher","203000000000014908","2016-12-26 10:00:13.270000","","0","","10587","Request Issue Group ATM Voucher","50","6642","937218777"<endrec>
"Group Approve","3","203000000000013022","2016-08-11 05:41:28.378000","Group Approve","203000000000013022","2016-08-11 08:48:31.010000","","0","","10534","Group Approve","50","27","937218778"<endrec>
"Request Group ATM Issue Voucher(Valueless)","3","203000000000014908","2016-08-11 06:22:07.221000","Request Group ATM Issue Voucher(Valueless)","203000000000014908","2016-08-11 06:22:44.553000","","0","","10588","Request Group ATM Issue Voucher(Valueless)","30","6642","937218783"<endrec>
"Group Approve Service","3","203000000000013022","2016-08-11 08:47:29.561000","Group Approve","203000000000034103","2018-05-30 09:41:15.101000","","0","","10534","Group Approve","50","27","937218796"<endrec>
"FSI_Req_Insurance_Mkesho","2","203000000000010811","2016-08-11 13:24:11.179000","FSI Request Insurance For M-Kesho","203000000000013022","2016-09-18 08:53:23.234000","","0","","10104","FSI Request Insurance For M-Kesho","50","20050","937218813"<endrec>
"Org apply Voucher for Group","3","203000000000014908","2016-08-12 05:08:47.570000","Org apply Voucher for Group","203000000000014908","2016-08-12 05:09:00.743000","","0","","10589","Org apply Voucher for Group","30","8","937218822"<endrec>
"Group Deposit at Web to ATM Organization","2","203000000000014908","2016-08-12 09:40:02.226000","Group Deposit at Web to ATM Organization","203000000000014908","2016-08-12 09:40:16.465000","","0","","10590","Group Deposit at Web to ATM Organization","30","22398","937218842"<endrec>
"FSI Payout to Group","2","203000000000013818","2016-08-12 12:14:15.801000","FSI Payout to Group","203000000000013818","2016-08-12 12:14:31.486000","","0","","10555","FSI Payout to Group","30","21802","937218854"<endrec>
"Org Issue School Dinner Voucher (1)","3","203000000000013818","2016-08-12 17:29:35.449000","Org Issue School Dinner Voucher (1)","203000000000013818","2016-08-12 17:30:07.701000","","0","","10457","Org Issue School Dinner Voucher (1)","30","6642","937218877"<endrec>
"Apply Coupon Voucher","3","203000000000013818","2016-08-12 18:18:54.726000","Org Issue Coupon","203000000000025034","2018-01-15 16:32:01.165000","","0","","10464","Org Issue Coupon","50","6642","937218889"<endrec>
"SP Issue SP Voucher","3","203000000000014908","2016-08-18 05:25:11.973000","SP Issue SP Voucher","203000000000014908","2016-10-08 08:31:06.072000","","0","","10465","SP Issue SP Voucher","50","6642","937219049"<endrec>
"Group P2G Transfer with Reversal","2","203000000000014908","2016-08-19 04:08:36.875000","Group P2G Transfer with Reversal","203000000000016350","2018-03-06 11:12:32.534000","","0","","10591","Group P2G Transfer with Reversal","50","22399","937219106"<endrec>
"Reversal of Group P2G Transfer","2","203000000000014908","2016-08-19 04:17:56.729000","Reversal of Group P2G Transfer","203000000000014908","2016-08-19 04:18:18.140000","","0","","10592","Reversal of Group P2G Transfer","30","22400","937219109"<endrec>
"B2C payment with Code","2","203000000000013818","2016-08-19 22:51:50.356000","B2C payment with Code","203000000000015702","2017-08-09 07:55:57.904000","","0","","10494","B2C payment with Code","50","20004","937219147"<endrec>
"Apply Issue Voucher","3","203000000000013022","2016-08-22 08:49:56.222000","Apply Issue Voucher","203000000000020211","2017-06-06 05:43:30.504000","","0","","10484","Apply Issue Voucher","50","6642","937219170"<endrec>
"Redeem Coupon","2","203000000000014908","2016-08-22 10:23:42.289000","Redeem Coupon","203000000000021013","2017-07-15 09:16:42.548000","","0","","10593","Redeem Coupon","50","21806","937219182"<endrec>
"2301","2","203000000000014908","2016-08-23 07:08:29.783000","Customer Buy Goods","203000000000014908","2016-10-19 06:32:52.622000","","0","","10594","Customer Buy Goods","50","20008","937219209"<endrec>
"FSI Activate For Group","3","203000000000013022","2016-08-24 05:36:03.161000","FSI Activate For Group","203000000000013022","2016-08-24 05:39:23.134000","","0","","10507","FSI Activate For Group","30","27","937219248"<endrec>
"Org Apply ATM Deposit Voucher (Value)","3","203000000000013818","2016-08-24 16:49:26.988000","Org Apply ATM Deposit Voucher (Value)","203000000000013818","2016-08-24 16:50:04.920000","","0","","10410","Org Apply ATM Deposit Voucher (Value)","30","8","937219282"<endrec>
"FSI_Activate_DUMMY","3","203000000000013818","2016-08-24 17:19:55.452000","FSI Activate For M-Kesho DUMMY dependency check","203000000000013818","2016-08-24 17:20:05.901000","","0","","10595","FSI Activate For DUMMY dependency","30","27","937219291"<endrec>
"Group request ATM Deposit Voucher","3","203000000000013022","2016-08-25 05:12:00.658000","Group request ATM Deposit Voucher","203000000000015728","2017-07-03 14:30:32.998000","","0","","10418","Group request ATM Deposit Voucher","50","8","937219303"<endrec>
"3411","2","203000000000014908","2016-08-25 09:49:34.777000","OTC Pay Bill_VDF_Demo","203000000000014908","2016-08-25 09:49:58.560000","","0","","10215","OTC Pay Bill_VDF_Demo","30","20801","937219317"<endrec>
"GroupDepositWithVoucher","2","203000000000014908","2016-08-26 05:07:58.380000","Group Deposit With Voucher","203000000000014908","2016-08-27 04:33:59.864000","","0","","10436","Group Deposit With Voucher","50","20006","937219330"<endrec>
"GroupDepositWithVoucher","2","203000000000014908","2016-08-27 04:33:38.566000","Group Deposit With Voucher","203000000000014908","2016-08-27 04:44:28.339000","","0","","10436","Group Deposit With Voucher","50","20006","937219346"<endrec>
"GroupDepositWithVoucher","2","203000000000014908","2016-08-27 04:43:51.694000","Group Deposit With Voucher","203000000000015728","2017-04-04 16:48:21.625000","","0","","10436","Group Deposit With Voucher","50","20006","937219347"<endrec>
"Organization Transfer to Group","2","203000000000014908","2016-08-31 04:42:43.496000","Organization Transfer to Group","203000000000014908","2016-08-31 04:44:09.139000","","0","","10596","Organization Transfer to Group","30","22401","937219398"<endrec>
"Organization Transfer to Group allow Reversal","2","203000000000014908","2016-08-31 04:58:03.891000","Organization Transfer to Group allow Reversal","203000000000014908","2016-08-31 04:58:14.380000","","0","","10597","Organization Transfer to Group allow Reversal","30","22402","937219406"<endrec>
"Query Group Mini Statement","3","203000000000013022","2016-09-05 05:16:40.623000","Query Group Mini Statement","203000000000014912","2018-04-17 11:50:29.152000","","0","","10526","Query Group Mini Statement","50","5731","937220605"<endrec>
"Organization Redeem Deposit Voucher","2","203000000000014908","2016-09-07 04:28:47.083000","Organization Redeem Deposit Voucher","203000000000014908","2016-09-07 04:29:03.638000","","0","","10604","Organization Redeem Deposit Voucher","30","21806","937220681"<endrec>
"FSI_Loan_Disburse_M-Kesho","2","203000000000013022","2016-09-07 04:29:11.779000","FSI Loan Disburse For M-Kesho","203000000000013022","2016-09-07 04:29:28.039000","","0","","10141","FSI Loan Disburse For M-Kesho","30","20048","937220682"<endrec>
"FSI_Loan_Request_M-Kesho","2","203000000000013022","2016-09-07 04:30:02.172000","FSI Loan Request For M-Kesho","203000000000036803","2018-09-07 12:17:40.363000","","0","","10140","FSI Loan Request For M-Kesho","50","20048","937220683"<endrec>
"FSI_Deposit_Mkesho","2","203000000000013022","2016-09-13 04:10:25.575000","FSI Deposit For M-Kesho","203000000000018317","2017-04-24 09:03:08.348000","","0","","10116","FSI Deposit For M-Kesho","50","20046","937220747"<endrec>
"FSI_Req_Balance_Mkesho","3","203000000000013022","2016-09-13 04:14:00.317000","FSI Request Balance For M-Kesho","203000000000013022","2016-09-13 04:14:29.586000","","0","","10118","FSI Request Balance For M-Kesho","30","28","937220749"<endrec>
"FSI_Req_Mini_Statement_M-Kesho","3","203000000000013022","2016-09-13 04:18:59.000000","FSI Request Mini Statement For M-Kesho","203000000000013022","2016-09-13 04:21:27.719000","","0","","10112","FSI Request Mini Statement For M-Kesho","30","29","937220751"<endrec>
"FSI_Withdraw_MKesho","2","203000000000013022","2016-09-13 04:22:29.191000","FSI Withdraw For M-Kesho","203000000000024610","2017-07-14 16:16:54.662000","","0","","10109","FSI Withdraw For M-Kesho","50","20051","937220752"<endrec>
"ATM Apply ATM Withdrawal Voucher for Customer","3","203000000000013818","2016-09-15 18:33:46.122000","ATM Apply ATM Withdrawal Voucher for Customer","203000000000013818","2016-09-15 18:34:07.003000","","0","","10605","ATM Apply ATM Withdrawal Voucher for Customer","30","6642","937220767"<endrec>
"FSI_Req_Insurance_Mkesho","2","203000000000013022","2016-09-18 08:53:04.005000","FSI Request Insurance For M-Kesho","203000000000036803","2018-09-07 12:13:39.337000","","0","","10104","FSI Request Insurance For M-Kesho","50","20050","937220773"<endrec>
"Create Direct Debit Mandate by Customer","3","203000000000013818","2016-10-03 12:01:57.217000","Create Direct Debit Mandate by Customer","203000000000013818","2016-10-03 12:02:11.525000","","0","","10614","Create Direct Debit Mandate by Customer","30","27","937227548"<endrec>
"Create Direct Debit Mandate by Group","3","203000000000013818","2016-10-05 17:48:15.013000","Create Direct Debit Mandate by Group","203000000000013818","2016-10-05 17:48:20.928000","","0","","10615","Create Direct Debit Mandate by Group","30","27","937227584"<endrec>
"Create Direct Debit Mandate by Org","3","203000000000013818","2016-10-05 17:49:12.742000","Create Direct Debit Mandate by Org","203000000000013818","2016-10-05 17:49:18.336000","","0","","10616","Create Direct Debit Mandate by Org","30","27","937227585"<endrec>
"Approve Direct Debit Mandate by Customer","3","203000000000013818","2016-10-05 17:50:13.501000","Approve Direct Debit Mandate by Customer","203000000000013818","2016-10-05 17:50:19.608000","","0","","10617","Approve Direct Debit Mandate by Customer","30","27","937227586"<endrec>
"Approve Direct Debit Mandate by Group","3","203000000000013818","2016-10-05 17:51:11.588000","Approve Direct Debit Mandate by Group","203000000000013818","2016-10-05 17:51:18.346000","","0","","10618","Approve Direct Debit Mandate by Group","30","27","937227587"<endrec>
